#EDL	Date	21.11.2014	Local Time	10:23:44	H-200 T-4.74	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
01:12:02.734	0.00570532	0.02409601
01:12:02.742	0.00573835	0.02403432
01:12:02.750	0.00577138	0.02397263
01:12:02.758	0.00570532	0.02412686
01:12:02.766	0.00540807	0.02403432
01:12:02.773	0.00570532	0.02397263
01:12:02.781	0.00563927	0.02412686
01:12:02.789	0.00563927	0.02406517
01:12:02.797	0.00567229	0.02403432
01:12:02.805	0.00573835	0.02421939
01:12:02.813	0.00573835	0.02412686
01:12:02.820	0.00583744	0.02400347
01:12:02.828	0.00587046	0.02375671
01:12:02.836	0.00573835	0.02397263
01:12:02.844	0.00596955	0.02412686
01:12:02.852	0.00580441	0.02397263
01:12:02.859	0.00590349	0.02394178
01:12:02.867	0.00593652	0.02391094
01:12:02.875	0.00596955	0.02400347
01:12:02.883	0.00606864	0.02378756
01:12:02.891	0.00623378	0.02381840
01:12:02.898	0.00629984	0.02341742
01:12:02.906	0.00623378	0.02363334
01:12:02.914	0.00620075	0.02363334
01:12:02.922	0.00636590	0.02338658
01:12:02.930	0.00646499	0.02332489
01:12:02.938	0.00653104	0.02332489
01:12:02.945	0.00649801	0.02323236
01:12:02.953	0.00656407	0.02298561
01:12:02.961	0.00682831	0.02292392
01:12:02.969	0.00672922	0.02261548
01:12:02.977	0.00679528	0.02255380
01:12:02.984	0.00686134	0.02258464
01:12:02.992	0.00696043	0.02230705
01:12:03.000	0.00712558	0.02193694
01:12:03.008	0.00712558	0.02175189
01:12:03.016	0.00719164	0.02181357
01:12:03.023	0.00722467	0.02159768
01:12:03.031	0.00722467	0.02147431
01:12:03.039	0.00735680	0.02098085
01:12:03.047	0.00755498	0.02076496
01:12:03.055	0.00745589	0.02064160
01:12:03.063	0.00765408	0.02045656
01:12:03.070	0.00781923	0.02011731
01:12:03.078	0.00772014	0.02002479
01:12:03.086	0.00765408	0.01983976
01:12:03.094	0.00788529	0.01940801
01:12:03.102	0.00788529	0.01928465
01:12:03.109	0.00805045	0.01888375
01:12:03.117	0.00801742	0.01869872
01:12:03.125	0.00795136	0.01863704
01:12:03.133	0.00808348	0.01826699
01:12:03.141	0.00824864	0.01811281
01:12:03.148	0.00828168	0.01780444
01:12:03.156	0.00808348	0.01758858
01:12:03.164	0.00814955	0.01737272
01:12:03.172	0.00834774	0.01709520
01:12:03.180	0.00847987	0.01678684
01:12:03.188	0.00834774	0.01638598
01:12:03.195	0.00844684	0.01666350
01:12:03.203	0.00854594	0.01613931
01:12:03.211	0.00871110	0.01589263
01:12:03.219	0.00857897	0.01543012
01:12:03.227	0.00854594	0.01521429
01:12:03.234	0.00881020	0.01502929
01:12:03.242	0.00864503	0.01469013
01:12:03.250	0.00894233	0.01456680
01:12:03.258	0.00907446	0.01413514
01:12:03.266	0.00874413	0.01410431
01:12:03.273	0.00904143	0.01376516
01:12:03.281	0.00897536	0.01348768
01:12:03.289	0.00914053	0.01333353
01:12:03.297	0.00920660	0.01296356
01:12:03.305	0.00920660	0.01271692
01:12:03.313	0.00927266	0.01237779
01:12:03.320	0.00923963	0.01188453
01:12:03.328	0.00920660	0.01154541
01:12:03.336	0.00914053	0.01154541
01:12:03.344	0.00940480	0.01114464
01:12:03.352	0.00937176	0.01092885
01:12:03.359	0.00940480	0.01040479
01:12:03.367	0.00960300	0.01006569
01:12:03.375	0.00943783	0.00988073
01:12:03.383	0.00963604	0.00951082
01:12:03.391	0.00953693	0.00917174
01:12:03.398	0.00956997	0.00874019
01:12:03.406	0.00966907	0.00830865
01:12:03.414	0.00966907	0.00803124
01:12:03.422	0.00963604	0.00756889
01:12:03.430	0.00966907	0.00704490
01:12:03.438	0.00986728	0.00685997
01:12:03.445	0.00963604	0.00658257
01:12:03.453	0.00986728	0.00605860
01:12:03.461	0.00980121	0.00556547
01:12:03.469	0.00990031	0.00497989
